Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Hyundai,Tucson,2002,2.6,Petrol,Semi-Automatic,11401,5,4,7071
Chevrolet,Impala,2019,4.4,Diesel,Semi-Automatic,233465,2,1,9530
Volkswagen,Golf,2016,4.3,Petrol,Semi-Automatic,240885,3,2,8382
Mercedes,GLA,2006,3.5,Electric,Semi-Automatic,25049,4,5,10899
Chevrolet,Equinox,2003,2,Hybrid,Semi-Automatic,110430,3,1,5791
Hyundai,Elantra,2018,3.7,Electric,Semi-Automatic,205909,3,2,11081
Ford,Explorer,2011,1.4,Hybrid,Semi-Automatic,161912,4,4,6561
Mercedes,C-Class,2002,3.6,Hybrid,Automatic,54815,3,5,9703
Hyundai,Elantra,2019,3.3,Electric,Manual,128619,3,5,12527
Honda,Civic,2019,4,Hybrid,Manual,121403,5,2,12371
Toyota,Corolla,2019,4.2,Electric,Semi-Automatic,253093,5,4,10938
Chevrolet,Malibu,2022,4.8,Petrol,Semi-Automatic,97890,2,2,13542
Toyota,Camry,2016,1.2,Diesel,Manual,157466,4,1,6950
Kia,Rio,2004,3.6,Petrol,Semi-Automatic,168226,4,4,5535
Audi,A3,2009,1.2,Petrol,Automatic,275586,3,5,3988
Ford,Focus,2015,1.9,Electric,Manual,50573,4,5,11488
Volkswagen,Tiguan,2006,2.6,Electric,Manual,219205,5,5,6115
Hyundai,Elantra,2008,2.7,Electric,Automatic,1708,5,2,12665
Kia,Rio,2012,3.6,Petrol,Automatic,244437,2,2,7911
Kia,Sportage,2016,2.1,Electric,Manual,134097,4,5,10318
Ford,Fiesta,2010,1.1,Hybrid,Manual,98700,5,3,7226
Mercedes,E-Class,2018,1.6,Hybrid,Manual,78445,4,4,10531
Chevrolet,Equinox,2001,3.6,Hybrid,Semi-Automatic,93140,2,1,7137
Hyundai,Elantra,2006,3,Diesel,Automatic,288209,3,2,4635
Hyundai,Sonata,2009,4.4,Hybrid,Semi-Automatic,282931,5,3,6541
Volkswagen,Passat,2023,3,Hybrid,Automatic,242006,5,1,11659
Kia,Optima,2006,4.6,Hybrid,Manual,272450,4,3,6051
Kia,Sportage,2002,4.4,Petrol,Automatic,54982,5,5,9500
Chevrolet,Malibu,2003,1.2,Diesel,Semi-Automatic,53980,4,3,5120
Ford,Explorer,2019,1.6,Hybrid,Semi-Automatic,84291,4,4,10714
Hyundai,Sonata,2002,3.1,Hybrid,Semi-Automatic,264010,5,1,3519
Audi,A3,2020,1.7,Hybrid,Semi-Automatic,54068,4,1,11718
Hyundai,Tucson,2002,4.4,Petrol,Manual,253283,4,1,4034
BMW,5 Series,2010,1.1,Petrol,Automatic,1666,4,3,9666
Honda,Accord,2000,2.8,Electric,Automatic,128713,4,2,7825
Toyota,Camry,2004,2.9,Diesel,Automatic,155101,3,5,6597
Volkswagen,Passat,2002,3.1,Diesel,Automatic,153222,5,2,6235
BMW,3 Series,2004,3,Electric,Semi-Automatic,140269,4,1,7494
Toyota,Corolla,2022,4.6,Diesel,Automatic,48034,3,1,15839
Honda,Accord,2007,1.7,Electric,Automatic,197700,2,4,7446
Ford,Focus,2020,1.3,Hybrid,Manual,130961,2,4,9780
Volkswagen,Tiguan,2009,1.5,Electric,Semi-Automatic,204370,4,4,6212
Ford,Explorer,2005,1.9,Diesel,Semi-Automatic,103956,5,2,5420
Chevrolet,Equinox,2004,3,Electric,Manual,86109,3,5,8577
Kia,Sportage,2011,1.7,Hybrid,Manual,264104,4,2,4817
Honda,Accord,2019,2.1,Petrol,Automatic,1068,2,1,13378
Hyundai,Elantra,2004,3.1,Electric,Automatic,202084,2,1,7858
BMW,3 Series,2012,4.5,Petrol,Semi-Automatic,78159,3,1,10636
Kia,Optima,2012,2.7,Electric,Automatic,188249,3,4,10135
Audi,A4,2021,3.6,Diesel,Semi-Automatic,252284,5,4,8954
Mercedes,C-Class,2011,4.8,Diesel,Manual,120010,4,5,9799
Mercedes,GLA,2007,4.8,Petrol,Semi-Automatic,77167,4,4,9456
Audi,Q5,2021,3,Diesel,Semi-Automatic,226346,5,4,8873
Toyota,Camry,2014,4.1,Diesel,Automatic,35164,3,3,13196
Ford,Explorer,2015,4.3,Electric,Manual,147409,3,1,11951
Ford,Fiesta,2016,3.6,Diesel,Manual,292131,4,4,6657
Kia,Rio,2016,1.6,Electric,Automatic,285860,4,5,8282
Audi,A3,2005,2.3,Electric,Manual,112828,3,2,7643
Audi,Q5,2023,3.5,Hybrid,Semi-Automatic,225090,2,2,10998
Volkswagen,Golf,2003,2.5,Electric,Manual,235804,3,1,4783
Kia,Rio,2007,4.7,Electric,Manual,18622,4,3,12527
Honda,Civic,2001,1.8,Electric,Semi-Automatic,38814,4,5,7423
Volkswagen,Golf,2001,2.3,Diesel,Manual,64027,3,2,5419
Kia,Rio,2013,2.7,Hybrid,Manual,155927,5,4,8581
Honda,CR-V,2000,3.5,Hybrid,Semi-Automatic,181019,2,2,4979
Ford,Focus,2014,3.8,Diesel,Semi-Automatic,91618,4,4,10267
Chevrolet,Equinox,2004,2.6,Hybrid,Semi-Automatic,234638,5,3,4207
Ford,Focus,2006,4.4,Hybrid,Automatic,213796,4,4,8524
Hyundai,Elantra,2008,4.5,Electric,Semi-Automatic,242378,4,3,8152
Kia,Optima,2015,3.4,Electric,Manual,68256,4,2,12634
Honda,CR-V,2012,4.9,Electric,Manual,4608,3,2,14507
Ford,Fiesta,2014,4.7,Electric,Automatic,262198,4,2,11256
Hyundai,Elantra,2014,3.7,Petrol,Semi-Automatic,203553,3,5,7928
Audi,A4,2007,1.4,Petrol,Manual,252417,3,3,2551
Ford,Focus,2010,3.9,Hybrid,Automatic,42902,3,5,12641
Audi,A4,2020,4.8,Electric,Manual,116761,2,3,14564
Mercedes,C-Class,2015,2.7,Diesel,Manual,181326,5,5,7673
Ford,Explorer,2008,4.1,Electric,Manual,286699,3,5,6866
Toyota,RAV4,2013,3.8,Hybrid,Automatic,149662,2,1,11306
Volkswagen,Tiguan,2019,4.7,Petrol,Semi-Automatic,213300,4,1,10234
Toyota,RAV4,2015,2,Diesel,Manual,125458,2,3,8090
Hyundai,Sonata,2011,2.5,Petrol,Manual,61333,2,1,8673
BMW,X5,2009,3.8,Electric,Automatic,103338,3,3,12033
Hyundai,Elantra,2019,1.9,Electric,Automatic,44978,4,4,14300
Honda,Accord,2002,2.5,Electric,Automatic,119657,2,2,8306
Ford,Explorer,2003,2.2,Electric,Manual,106537,4,4,7069
Honda,Accord,2005,2.8,Electric,Manual,228351,2,2,5832
Volkswagen,Golf,2000,1,Hybrid,Semi-Automatic,156258,4,1,2974
Mercedes,C-Class,2022,3.6,Diesel,Manual,233628,5,2,9627
Honda,Accord,2000,2.9,Hybrid,Semi-Automatic,238272,5,1,3234
Chevrolet,Malibu,2023,2,Diesel,Manual,280794,2,3,7384
Kia,Rio,2005,2.6,Diesel,Semi-Automatic,14058,5,4,7918
Audi,A3,2018,3.3,Hybrid,Semi-Automatic,274434,3,2,8311
Chevrolet,Equinox,2015,3.2,Diesel,Automatic,60419,4,4,12091
BMW,X5,2021,5,Petrol,Semi-Automatic,98604,2,4,13427
Volkswagen,Golf,2023,1.6,Petrol,Automatic,133425,5,5,11431
Hyundai,Tucson,2004,4.2,Hybrid,Manual,271816,3,5,5063
Mercedes,GLA,2019,2.9,Petrol,Semi-Automatic,247451,3,3,7750
Ford,Fiesta,2014,4.7,Petrol,Semi-Automatic,85892,5,2,11282
Ford,Explorer,2006,3.1,Electric,Semi-Automatic,252610,2,3,5947
Audi,A4,2020,1.3,Hybrid,Manual,282883,4,1,6742
BMW,5 Series,2020,2.7,Hybrid,Semi-Automatic,109271,3,4,11614
Mercedes,GLA,2018,2,Hybrid,Automatic,119566,5,5,11608
Ford,Focus,2009,3,Diesel,Manual,54105,3,2,8717
Honda,CR-V,2020,2.4,Hybrid,Manual,103185,2,3,11436
Chevrolet,Impala,2010,1.8,Hybrid,Manual,227999,5,1,5340
BMW,X5,2000,1.1,Hybrid,Automatic,141537,3,2,4869
Hyundai,Elantra,2022,2.8,Diesel,Automatic,250524,5,5,9989
BMW,5 Series,2012,1.7,Petrol,Automatic,163543,5,4,7629
Audi,A4,2021,2.7,Petrol,Manual,283597,2,2,7428
Kia,Rio,2021,3.6,Petrol,Automatic,79401,4,3,13911
Ford,Fiesta,2007,3.4,Electric,Manual,125769,3,1,9084
Hyundai,Sonata,2009,4.1,Diesel,Manual,67077,2,5,9558
Hyundai,Sonata,2007,2.3,Electric,Manual,76257,2,3,8974
Ford,Focus,2010,1.2,Electric,Automatic,220484,4,4,7390
Toyota,Camry,2010,4.7,Petrol,Semi-Automatic,155338,5,1,8693
Volkswagen,Tiguan,2006,3.1,Electric,Automatic,135166,5,1,9796
Ford,Fiesta,2009,2.4,Petrol,Automatic,22624,4,4,10247
Audi,A3,2002,3.2,Hybrid,Automatic,106780,2,5,8264
Mercedes,C-Class,2017,2.3,Electric,Semi-Automatic,40455,4,1,12690
Ford,Explorer,2007,1.1,Diesel,Semi-Automatic,261935,4,2,2061
Honda,CR-V,2015,2.2,Electric,Manual,164031,4,5,9519
Mercedes,GLA,2018,4.8,Hybrid,Automatic,108824,3,4,14623
Honda,CR-V,2001,4.3,Petrol,Semi-Automatic,67506,3,4,7349
Mercedes,C-Class,2013,1.5,Hybrid,Automatic,198747,5,4,8025
Honda,CR-V,2004,1.3,Electric,Automatic,189304,5,1,6313
Audi,A3,2019,3.1,Diesel,Semi-Automatic,171550,3,5,9469
Chevrolet,Malibu,2011,4.8,Electric,Automatic,49802,2,4,14703
Kia,Rio,2006,4.9,Electric,Manual,32528,4,3,12149
Kia,Rio,2002,3.3,Diesel,Automatic,252871,3,2,4442
Hyundai,Tucson,2010,3.6,Diesel,Semi-Automatic,37887,5,5,9942
Kia,Optima,2003,1.5,Electric,Automatic,243023,2,3,5139
Ford,Fiesta,2011,5,Petrol,Automatic,125014,4,5,11399
BMW,X5,2007,2,Electric,Automatic,225309,2,5,7193
Volkswagen,Golf,2012,1.5,Electric,Semi-Automatic,19946,5,4,10801
Toyota,RAV4,2016,1.5,Electric,Semi-Automatic,34256,4,3,11714
BMW,X5,2007,2.1,Electric,Manual,48326,5,4,9333
Chevrolet,Impala,2018,3.9,Hybrid,Automatic,22059,4,3,15458
BMW,5 Series,2016,3.1,Petrol,Automatic,82589,2,3,11848
Mercedes,GLA,2005,3.5,Hybrid,Manual,254719,4,4,5005
Volkswagen,Tiguan,2012,2.8,Diesel,Manual,22534,5,2,10049
Audi,A4,2009,3.3,Electric,Semi-Automatic,105672,5,2,9986
Ford,Focus,2013,3.5,Electric,Manual,184223,2,1,9815
Ford,Fiesta,2012,3.4,Electric,Automatic,66901,3,3,13261
Toyota,Camry,2014,2.8,Petrol,Semi-Automatic,277899,2,5,5542
Hyundai,Elantra,2010,4.5,Hybrid,Manual,93756,3,1,10724
Mercedes,GLA,2005,3.8,Electric,Automatic,159958,5,2,9700
Hyundai,Tucson,2020,2.7,Petrol,Automatic,130146,2,3,11697
Audi,Q5,2017,3.4,Petrol,Semi-Automatic,184285,4,3,8914
Ford,Explorer,2001,1.1,Hybrid,Manual,221586,3,5,2068
Ford,Explorer,2005,2.1,Electric,Automatic,40020,5,2,10399
Volkswagen,Tiguan,2017,3.3,Electric,Automatic,201512,4,3,11969
Kia,Sportage,2014,1.3,Diesel,Semi-Automatic,180373,5,5,5992
Toyota,Corolla,2014,4.7,Petrol,Semi-Automatic,114382,5,3,10712
Mercedes,E-Class,2003,1.9,Petrol,Automatic,211135,5,1,4177
Mercedes,C-Class,2007,2,Petrol,Semi-Automatic,118689,5,1,5826
Kia,Sportage,2017,3.4,Diesel,Manual,149589,2,2,9608
Audi,A4,2022,1.4,Electric,Manual,84573,3,4,12408
Chevrolet,Impala,2004,1.8,Diesel,Semi-Automatic,149851,4,2,4102
Hyundai,Sonata,2002,2.4,Petrol,Automatic,122979,3,5,6140
Audi,A4,2018,1.6,Diesel,Manual,180019,3,5,7499
BMW,3 Series,2001,4.7,Diesel,Semi-Automatic,107974,3,3,6940
Mercedes,GLA,2003,2.2,Hybrid,Semi-Automatic,17393,3,5,7852
Ford,Fiesta,2001,2.6,Electric,Semi-Automatic,74,2,2,8998
Toyota,Corolla,2014,1.2,Electric,Automatic,215776,4,4,8684
Volkswagen,Golf,2022,4.1,Hybrid,Semi-Automatic,15423,4,3,15491
Volkswagen,Tiguan,2009,2.1,Diesel,Automatic,216808,5,1,6063
BMW,3 Series,2001,4.2,Electric,Automatic,271492,5,3,6670
BMW,5 Series,2017,2.7,Electric,Automatic,23058,2,3,14938
Toyota,Corolla,2015,4.9,Electric,Manual,292193,5,2,9656
Mercedes,C-Class,2020,1.2,Petrol,Manual,100045,5,5,9299
Toyota,Corolla,2018,3.5,Petrol,Automatic,230823,3,5,9883
Ford,Fiesta,2020,2.9,Hybrid,Automatic,123389,4,4,13032
Kia,Sportage,2020,2.7,Diesel,Automatic,87168,5,3,12556
Honda,CR-V,2016,3.2,Diesel,Manual,253949,5,1,7021
Ford,Focus,2001,4.1,Diesel,Semi-Automatic,88202,2,5,6735
Volkswagen,Golf,2010,4.6,Hybrid,Semi-Automatic,89735,5,5,10905
Chevrolet,Malibu,2015,4.3,Petrol,Semi-Automatic,190674,4,1,9086
Honda,Civic,2007,3,Diesel,Manual,45399,3,1,8292
Kia,Sportage,2015,3.5,Diesel,Manual,118075,2,3,9738
BMW,5 Series,2023,1.8,Electric,Semi-Automatic,212962,2,4,10540
Ford,Explorer,2000,1.8,Hybrid,Manual,222734,3,4,2445
Volkswagen,Passat,2000,4.8,Electric,Automatic,158249,2,2,9235
BMW,3 Series,2008,4.4,Petrol,Semi-Automatic,268020,5,1,5539
Toyota,Corolla,2015,3,Electric,Manual,102552,3,3,11548
Honda,CR-V,2004,3.9,Electric,Automatic,96421,4,5,10771
Honda,Civic,2018,2.2,Hybrid,Automatic,227142,5,3,9657
Toyota,RAV4,2002,1.7,Petrol,Automatic,265079,4,4,2598
Kia,Sportage,2001,3.3,Electric,Semi-Automatic,258462,4,4,4530
Honda,Civic,2007,1.6,Electric,Semi-Automatic,84889,4,3,8102
Volkswagen,Tiguan,2023,4.6,Diesel,Automatic,193427,3,1,13231
Hyundai,Sonata,2020,3.4,Hybrid,Automatic,15353,3,4,15692
Honda,CR-V,2022,3,Diesel,Automatic,95078,5,2,13298
Volkswagen,Golf,2003,4.2,Petrol,Automatic,92303,4,1,8853
Ford,Explorer,2011,1.1,Diesel,Manual,122843,2,5,6043
Volkswagen,Passat,2006,3.3,Hybrid,Semi-Automatic,203140,3,1,6137
Audi,Q5,2019,1.5,Hybrid,Automatic,299007,2,2,7819
Honda,Civic,2000,3.6,Hybrid,Semi-Automatic,71037,2,2,7279
Hyundai,Tucson,2017,4.3,Diesel,Semi-Automatic,190312,5,2,9693
Kia,Sportage,2003,2.3,Diesel,Automatic,138463,5,1,6030
Volkswagen,Tiguan,2011,4.2,Hybrid,Manual,49206,5,5,11615
BMW,5 Series,2009,1.8,Electric,Semi-Automatic,115364,2,1,8292
Toyota,RAV4,2021,3.3,Diesel,Automatic,291239,5,2,9375
Mercedes,C-Class,2000,4.2,Petrol,Manual,270079,5,2,2898
Mercedes,E-Class,2015,2.4,Diesel,Semi-Automatic,260513,4,5,5789
Toyota,Corolla,2016,3.7,Diesel,Semi-Automatic,191330,5,2,8773
Volkswagen,Tiguan,2019,3.9,Electric,Manual,133300,4,1,13034
Honda,Accord,2020,3.6,Hybrid,Semi-Automatic,51251,5,5,13674
BMW,X5,2021,1.7,Petrol,Semi-Automatic,48231,5,2,11135
Chevrolet,Impala,2013,2.2,Electric,Automatic,196832,3,1,9763
Hyundai,Elantra,2023,4.3,Petrol,Semi-Automatic,49540,4,2,14309
Chevrolet,Malibu,2014,2.2,Electric,Automatic,47950,3,1,13041
Audi,Q5,2014,4,Petrol,Semi-Automatic,237177,2,4,7556
Volkswagen,Tiguan,2011,4.9,Petrol,Semi-Automatic,285572,2,4,6588
Ford,Focus,2017,3.6,Petrol,Semi-Automatic,263823,5,4,7523
Volkswagen,Tiguan,2020,2.3,Petrol,Automatic,134572,4,1,11208
Ford,Explorer,2019,3.7,Electric,Manual,234754,2,2,10804
BMW,3 Series,2019,3.2,Electric,Manual,248880,5,5,10022
Ford,Explorer,2010,1.6,Petrol,Manual,36425,3,4,7971
Kia,Optima,2001,4.2,Electric,Semi-Automatic,189692,3,5,6806
Toyota,Corolla,2001,4.8,Electric,Semi-Automatic,107723,2,3,9045
Kia,Rio,2023,3.4,Petrol,Manual,177464,4,3,10850
Audi,A4,2011,2.8,Petrol,Manual,104757,3,5,8104
Kia,Sportage,2017,2.6,Electric,Automatic,108462,2,1,13130
Hyundai,Sonata,2022,3.1,Hybrid,Automatic,28342,3,5,15733
Volkswagen,Golf,2016,2.8,Hybrid,Automatic,218978,2,1,9820
BMW,5 Series,2018,3.9,Electric,Manual,216924,5,3,11061
Ford,Fiesta,2014,2.8,Electric,Semi-Automatic,136710,5,1,10365
Hyundai,Elantra,2001,4.1,Petrol,Manual,187046,2,3,4759
Hyundai,Elantra,2005,2.7,Hybrid,Automatic,45510,2,3,9889
Ford,Explorer,2003,1.4,Diesel,Automatic,267644,3,3,2547
Mercedes,GLA,2002,4.8,Diesel,Automatic,248863,2,1,6022
BMW,5 Series,2022,1.6,Petrol,Automatic,112224,2,1,11555
BMW,3 Series,2012,4.1,Hybrid,Semi-Automatic,269110,5,5,7417
Kia,Rio,2006,1.1,Hybrid,Automatic,71600,2,2,8068
Mercedes,C-Class,2020,2.3,Electric,Manual,167084,3,4,11058
Hyundai,Elantra,2018,3,Hybrid,Manual,209783,2,4,9304
Honda,CR-V,2000,2.4,Electric,Automatic,122782,5,3,7544
Volkswagen,Passat,2018,3.5,Electric,Manual,44918,4,3,14101
BMW,X5,2011,3.3,Hybrid,Semi-Automatic,59350,5,1,10513
Toyota,Camry,2005,4.4,Petrol,Automatic,124854,4,2,9002
Honda,Accord,2002,1.7,Hybrid,Manual,129658,4,2,4806
Ford,Explorer,2017,5,Electric,Semi-Automatic,174286,4,1,12714
Audi,A4,2009,4.5,Petrol,Automatic,119948,3,3,10401
Audi,A4,2000,3.8,Petrol,Semi-Automatic,63543,5,1,6629
BMW,5 Series,2005,3.9,Diesel,Semi-Automatic,123959,2,3,7020
Mercedes,GLA,2020,1.7,Diesel,Automatic,119413,3,3,10911
Mercedes,GLA,2002,4.6,Electric,Automatic,28405,5,4,12231
Audi,Q5,2010,3.8,Diesel,Automatic,19071,3,1,12018
Chevrolet,Equinox,2017,1.8,Petrol,Semi-Automatic,96482,5,5,9070
Honda,Civic,2015,2.3,Electric,Semi-Automatic,207427,4,5,8751
Hyundai,Elantra,2012,2.6,Petrol,Semi-Automatic,291400,5,2,4472
Chevrolet,Impala,2023,2.1,Petrol,Automatic,41573,5,4,13768
Chevrolet,Equinox,2003,3.3,Hybrid,Automatic,100141,2,3,8797
Chevrolet,Equinox,2012,1.4,Diesel,Semi-Automatic,128584,3,5,6528
Ford,Explorer,2003,4.9,Diesel,Automatic,299066,4,3,5418
Mercedes,E-Class,2004,1.2,Diesel,Automatic,141943,4,1,5161
Volkswagen,Passat,2015,4.2,Petrol,Automatic,263711,3,2,9025
Audi,A4,2010,3.4,Hybrid,Automatic,281978,3,2,7360
Chevrolet,Malibu,2002,1.7,Electric,Manual,214459,5,1,4110
Honda,CR-V,2002,1.8,Electric,Manual,159351,2,3,5312
Chevrolet,Malibu,2000,2.8,Petrol,Manual,280108,5,3,2000
BMW,3 Series,2011,2.8,Hybrid,Manual,178509,4,4,7629
Hyundai,Sonata,2004,4,Petrol,Manual,17140,5,2,8957
Audi,A4,2017,2.6,Petrol,Automatic,280103,4,5,7697
Toyota,Camry,2012,4.1,Hybrid,Automatic,97971,5,1,12340
Audi,A3,2010,4.6,Electric,Automatic,226022,3,3,10679
Toyota,Corolla,2004,2.6,Petrol,Automatic,88330,2,4,7633
Mercedes,GLA,2012,4.7,Electric,Semi-Automatic,251019,2,3,9379
Kia,Rio,2021,1.4,Hybrid,Manual,115527,4,1,10489
BMW,5 Series,2020,4.1,Hybrid,Automatic,65158,3,1,15396
Honda,Civic,2011,4.6,Petrol,Semi-Automatic,136182,3,2,9276
Audi,A4,2018,3.3,Hybrid,Manual,171346,2,1,10373
BMW,3 Series,2011,3.9,Petrol,Automatic,31189,3,3,12176
Toyota,RAV4,2019,3.6,Diesel,Manual,98479,3,2,11430
Ford,Focus,2010,1.2,Electric,Automatic,214493,5,3,7510
Honda,Accord,2023,5,Petrol,Manual,238324,5,2,11233
BMW,X5,2000,3.3,Diesel,Manual,194043,3,4,3519
Audi,A4,2022,4.6,Hybrid,Semi-Automatic,226584,2,4,11768
Volkswagen,Tiguan,2017,2.6,Hybrid,Automatic,233248,5,1,9635
Audi,A3,2007,3.7,Electric,Automatic,213520,4,3,9129
Audi,Q5,2019,1.4,Diesel,Automatic,280967,2,3,7080
Ford,Fiesta,2006,2.7,Hybrid,Manual,51538,2,2,8569
Chevrolet,Malibu,2001,4.9,Petrol,Manual,70195,2,2,7896
Mercedes,C-Class,2015,4.4,Hybrid,Semi-Automatic,139468,5,4,11210
Chevrolet,Impala,2005,3.1,Hybrid,Semi-Automatic,42542,2,4,8849
Hyundai,Tucson,2020,2.3,Hybrid,Semi-Automatic,192030,4,1,9559
Toyota,Corolla,2023,3.4,Hybrid,Semi-Automatic,19096,3,2,15018
BMW,5 Series,2002,4.7,Diesel,Semi-Automatic,273477,4,4,3930
Ford,Explorer,2012,1.7,Diesel,Semi-Automatic,18936,2,4,9021
Honda,Civic,2009,2.3,Petrol,Manual,182780,2,2,5444
Ford,Focus,2019,4.6,Diesel,Automatic,141392,3,5,13072
BMW,X5,2009,3.1,Petrol,Manual,65564,2,4,8588
Honda,CR-V,2017,1.6,Electric,Semi-Automatic,125535,4,3,10289
BMW,3 Series,2004,3,Electric,Manual,215571,3,5,5988
Hyundai,Tucson,2021,3.9,Diesel,Automatic,217374,2,4,11452
Hyundai,Tucson,2004,4,Hybrid,Automatic,173201,4,2,8335
Honda,Civic,2019,3.2,Diesel,Manual,158300,3,2,9834
Chevrolet,Malibu,2022,4.8,Hybrid,Semi-Automatic,117267,2,4,14154
Chevrolet,Impala,2014,2,Petrol,Automatic,181881,5,5,8162
Toyota,Corolla,2017,1.6,Electric,Semi-Automatic,46400,3,3,11872
Ford,Fiesta,2005,4.2,Petrol,Manual,125377,4,1,7292
BMW,3 Series,2018,5,Diesel,Manual,142084,3,2,11658
Mercedes,E-Class,2014,1.7,Petrol,Manual,95579,3,3,8088
Honda,Civic,2002,4.3,Diesel,Manual,275483,4,1,3490
Kia,Rio,2004,3.7,Diesel,Automatic,68962,4,5,9120
Volkswagen,Golf,2010,3.1,Hybrid,Semi-Automatic,265548,5,4,5889
Kia,Sportage,2015,4,Hybrid,Semi-Automatic,161451,5,5,10370
Toyota,Corolla,2014,1.4,Electric,Semi-Automatic,173573,4,4,8228
Mercedes,C-Class,2020,1.6,Petrol,Automatic,258410,3,1,8031
Mercedes,E-Class,2018,2.2,Electric,Manual,68474,3,1,12330
Honda,Accord,2003,2.2,Electric,Manual,278555,2,3,3628
Kia,Sportage,2012,2.7,Electric,Semi-Automatic,113357,3,4,10132
Honda,Civic,2022,1.2,Petrol,Semi-Automatic,118189,5,2,9536
Kia,Sportage,2005,3,Electric,Automatic,52129,4,4,11057
Kia,Optima,2020,1.3,Petrol,Automatic,1213,4,5,12875
Toyota,RAV4,2007,4.9,Hybrid,Semi-Automatic,193478,2,4,8230
Chevrolet,Equinox,2007,2.9,Diesel,Manual,109544,3,4,6909
Volkswagen,Golf,2022,4.6,Diesel,Manual,145259,2,3,12394
Hyundai,Tucson,2022,1.3,Diesel,Semi-Automatic,86670,2,4,10266
Honda,CR-V,2022,3.8,Electric,Manual,90870,3,5,14682
Chevrolet,Equinox,2010,2.4,Electric,Semi-Automatic,88040,3,2,9739
Volkswagen,Passat,2007,3,Electric,Manual,272439,3,3,5751
BMW,5 Series,2018,4.6,Diesel,Manual,193942,3,1,10221
Audi,A4,2006,2.6,Petrol,Automatic,286546,4,4,4269
Honda,Civic,2008,4.5,Hybrid,Automatic,140691,3,1,10686
BMW,5 Series,2023,2.7,Diesel,Semi-Automatic,151802,5,4,10663
Audi,Q5,2012,3.3,Hybrid,Semi-Automatic,47107,2,5,11057
Chevrolet,Equinox,2015,2.9,Diesel,Semi-Automatic,116244,2,2,9175
Toyota,Corolla,2013,1.7,Electric,Semi-Automatic,248675,3,2,6726
Chevrolet,Malibu,2023,3.6,Hybrid,Manual,206061,4,5,11478
Toyota,RAV4,2003,3.7,Hybrid,Semi-Automatic,248288,5,1,4734
Toyota,Corolla,2020,2.8,Hybrid,Semi-Automatic,200179,2,3,9896
BMW,X5,2001,2.8,Hybrid,Automatic,124896,4,3,7202
Honda,Civic,2011,4.4,Hybrid,Semi-Automatic,34683,2,5,12106
BMW,5 Series,2008,4.6,Petrol,Automatic,211540,2,3,8369
Mercedes,C-Class,2020,4.3,Petrol,Semi-Automatic,245144,5,1,9497
Honda,CR-V,2006,2.6,Electric,Semi-Automatic,126424,2,5,7971
Chevrolet,Impala,2016,1.2,Hybrid,Manual,80455,4,4,9490
Honda,CR-V,2020,1.1,Electric,Manual,231642,4,1,8567
Kia,Sportage,2004,3.4,Electric,Automatic,93978,4,2,10320
Volkswagen,Passat,2005,1.5,Petrol,Manual,217997,5,4,2740
Hyundai,Sonata,2012,1.8,Hybrid,Manual,74195,2,1,9016
Hyundai,Sonata,2012,3.1,Electric,Automatic,211305,3,3,10073
Ford,Fiesta,2018,2,Petrol,Manual,5196,4,3,11396
Audi,Q5,2016,4.4,Hybrid,Semi-Automatic,181485,4,3,10670
BMW,X5,2019,4,Hybrid,Manual,238714,5,2,10025
Toyota,Camry,2012,3.9,Diesel,Manual,22645,2,4,11147
Audi,Q5,2012,1.3,Petrol,Automatic,89321,4,4,8713
BMW,X5,2014,3.8,Hybrid,Automatic,174202,5,4,11115
Toyota,RAV4,2023,1,Electric,Automatic,131850,3,4,12863
Mercedes,C-Class,2002,1.8,Electric,Semi-Automatic,236758,5,5,3764
Ford,Explorer,2014,2.5,Diesel,Automatic,172033,4,2,8859
Hyundai,Elantra,2014,3.1,Electric,Automatic,115640,4,1,12587
Mercedes,C-Class,2013,3.8,Diesel,Semi-Automatic,286873,5,1,6062
Toyota,Corolla,2016,3.8,Electric,Semi-Automatic,276633,5,5,9167
Kia,Rio,2016,1.7,Hybrid,Manual,104572,4,1,9508
Ford,Explorer,2007,1.8,Hybrid,Semi-Automatic,294977,4,2,3100
Hyundai,Elantra,2019,1.2,Petrol,Automatic,241090,2,4,7678
Kia,Rio,2018,4.4,Diesel,Manual,36711,2,4,13165
Volkswagen,Golf,2010,2.9,Electric,Manual,249910,5,3,7001
Hyundai,Tucson,2015,3.1,Petrol,Manual,257380,3,2,6552
Honda,Accord,2000,1.4,Diesel,Automatic,69339,5,4,5613
Hyundai,Tucson,2007,1.7,Diesel,Automatic,266758,4,2,4064
Audi,A3,2008,3.9,Hybrid,Automatic,217728,3,5,8545
BMW,3 Series,2019,4,Electric,Semi-Automatic,110440,4,1,13591
Volkswagen,Tiguan,2023,1.5,Diesel,Automatic,253722,2,2,8925
Volkswagen,Golf,2006,4.6,Diesel,Automatic,84861,5,4,10302
Kia,Optima,2002,2.7,Diesel,Automatic,293857,5,5,3022
Honda,CR-V,2019,1.1,Petrol,Automatic,159120,4,1,9217
Hyundai,Elantra,2012,4.7,Diesel,Semi-Automatic,1565,2,2,12368
Audi,A3,2012,3.3,Electric,Semi-Automatic,156438,4,4,9871
BMW,3 Series,2020,3.1,Hybrid,Automatic,156278,2,5,12574
